chrom	start	stop	gene_name
20	42443492	42798256	TOX2
6	43093367	43297222	C6orf108
4	54143810	55261439	FIP1L1
2	14672810	14890933	FAM84A
19	14743205	14989353	EMR2
3	124701480	125098021	SLC12A8
2	9443604	9663676	ITGB1BP1
14	66874125	67748520	GPHN
17	8239179	8483942	NDEL1
6	79477189	79708320	IRAK1BP1
19	20015227	20250277	ZNF682
1	156990983	157208266	ETV3
11	45725623	45934566	SLC35C1
11	123296344	123598482	GRAMD1B
20	3812068	4096229	RNF24
11	767357	1015058	CHID1
14	69978313	70281859	KIAA0247
1	111856936	112070399	OVGP1
5	68362837	68574072	CCNB1
5	176919159	177123125	TMED9
7	150111918	150318161	GIMAP7
1	222595602	222821445	HHIPL2
12	110828902	111039922	VPS29
1	24583489	24843424	C1orf201
12	49197286	49451334	ARF3
21	30809254	31412351	GRIK1
11	65937303	66145996	RP11-867G23.3
1	110781128	110989299	RBM15
4	6171576	6404992	WFS1
10	12071636	12311960	SEC61A2
6	52185106	52487892	EFHC1
19	35545633	35760787	FXYD5
1	24097016	24385549	CNR2
8	95807995	96228683	C8orf38
6	116475370	116677906	RP3-486I3.7
2	159551829	159819293	DAPL1
10	105542300	105777963	OBFC1
17	40587951	40796464	NAGLU
7	150319341	150547121	GIMAP5
9	131166979	131404567	GLE1
6	135138528	135371260	ALDH8A1
5	7751299	8006138	MTRR
4	231603	478653	ZNF141
7	5912870	6148756	PMS2
19	7313848	7548271	CTB-133G6.1
9	21294887	21496345	RP11-354P17.15
13	25702307	25962147	MTMR6
4	76822428	77028641	CXCL9
8	41932236	42165242	PLAT
17	26889302	27129248	SUPT6H
11	7010165	7212379	RBMXL2
4	88157762	88412538	HSD17B11
2	241318839	241608626	ANKMY1
15	60539333	60795082	ANXA2
6	33440324	33648070	BAK1
7	149069885	149294908	ZNF746
7	29950203	30166300	FKBP14
20	16152749	16654078	KIF16B
11	67018248	67224443	POLD4
2	127705603	127964931	BIN1
7	72883990	73093121	TBL2
11	55332614	55533671	OR4C6
12	3615799	3973985	EFCAB4B
1	179823873	180184015	CEP350
1	45368212	45577001	HECTD3
1	52154863	52444477	NRD1
19	54541444	54759419	CNOT3
1	35938971	36160929	TFAP2E
8	41402697	41608855	NKX6-3
19	7889382	8091051	CTXN1
4	103452660	103782151	MANBA
13	53126844	53362433	SUGT1
14	67661088	67926982	ATP6V1D
5	42699982	42987494	SEPP1
10	133920994	134245353	STK32C
16	31266455	31494318	ITGAX
3	56491189	56755846	CCDC66
4	1143088	1345224	CTBP1-AS1
1	147787350	148001508	RP11-495P10.1
1	11634538	11851707	MAD2L2
2	111894581	112096624	AC108463.3
22	19366982	19608135	CDC45
2	190325305	190548484	SLC40A1
6	53412699	53630506	KLHL31
12	28186182	28832883	CCDC91
12	52543084	52802947	AC021066.1
16	126679	327521	HBA1
6	166722852	167419939	RPS6KA2
7	99561656	99780171	ZNF3
9	140035665	140238159	TUBB4B
1	86686611	86962025	ODF2L
10	104336315	104574164	ARL3
9	100731557	100981494	TRIM14
6	2665648	2886927	WRNIP1
7	143218043	143527502	FAM115C
19	10144023	10405755	DNMT1
2	207208263	207585851	ADAM23
7	149965879	150209558	ZNF775
2	241553181	241859725	KIF1A
2	68589486	68794390	FBXO48
2	203540690	203836708	ICA1L
15	50050435	50575014	ATP8B4
6	82972923	83180545	TPBG
16	69233585	69454199	RP11-343C2.3
1	229628858	229861794	TAF5L
1	16579070	16824640	C1orf144
19	34795303	35017070	PDCD2L
11	6689218	6890286	OR2AG2
11	6527526	6733898	TAF10
22	40339072	40540534	RP3-496C20.1
5	134806373	135014969	CXCL14
20	47726982	47994963	ZNFX1
12	2804119	3014576	FKBP4
20	8012824	9049003	PLCB1
11	18200223	18443745	HPS5
2	114156661	114358728	FOXD4L1
5	96396571	96618964	RIOK2
2	174671187	174930430	SP3
6	100856070	101429248	ASCC3
11	111913974	112134840	IL18
22	32770663	32994818	FBXO7
10	126576421	126949739	CTBP2
1	110653965	110925722	KCNC4
21	47481062	47704390	C21orf56
9	112037974	112360593	PTPN3
6	34455065	34764636	C6orf106
3	9749770	9996822	TTLL3
11	218640	419615	RP11-326C3.11
8	117554369	117879164	EIF3H
10	93566346	93769240	FGFBP3
17	57187371	57392608	SMG8
6	146085381	146385559	SHPRH
6	27682112	27882607	HIST1H2AJ
11	62332781	62535968	METTL12
13	46569028	46787467	CPB2-AS1
1	21443740	21771997	ECE1
16	13914014	14146202	ERCC4
13	103351399	103593885	BIVM
12	133594740	133807059	ZNF891
18	77562420	77811664	PQLC1
5	64820592	65026718	CTC-534A2.2
19	12901974	13110783	GCDH
6	138383058	138765800	KIAA1244
11	68422088	68711878	CPT1A
13	113878544	114118446	GRTP1
1	154936224	155160014	EFNA3
5	21223945	21441484	RP11-374A4.1
20	30597309	30855061	TM9SF4
11	66004804	66212596	BRMS1
4	40237346	40457234	NA9
4	109359346	109641616	RP11-462C24.1
9	138287027	138493580	C9orf116
4	44580444	44802943	GUF1
15	49813177	50037333	DTWD1
10	73624123	73873322	CHST3
3	50292180	50497041	TMEM115
4	1060720	1302750	SPON2
9	88802648	89069369	ZCCHC6
13	25570006	25773392	PABPC3
6	114091162	114291899	RP1-249H1.4
17	46003535	46215139	COPZ2
3	48536435	48748409	UQCRC1
17	37119556	37409485	PLXDC1
3	50233833	50436852	NAT6
11	10672534	10901290	CTR9
20	56990435	57294944	RP5-907D15.2
6	109912499	110246631	FIG4
11	64007690	64225006	CCDC88B
19	57651973	57874106	ZNF805
4	1943689	2145697	C4orf48
10	102647124	102854158	C10orf2
1	212799495	213065124	NSL1
19	32972096	33178322	PDCD5
22	39001728	39234304	GTPBP1
3	186094516	186296159	RP11-48F14.2
15	41709374	41936467	RPAP1
2	86147339	86433278	POLR1A
16	2203738	2412343	AC009065.1
7	73603803	73920273	CLIP2
3	12425931	12681122	TSEN2
14	57836019	58060585	C14orf105
1	156063880	156282587	SLC25A44
3	178940779	179153323	ZNF639
6	160081360	160300144	ACAT2
19	38978281	39208643	MAP4K1
19	51222404	51427043	KLK1
2	114362588	114614400	SLC35F5
15	42350899	42600514	VPS39
3	183979506	184186384	POLR2H
1	101085305	101304601	VCAM1
10	75096186	75355782	PPP3CB
14	24322795	24538488	DHRS4
4	183711213	183939089	DCTD
17	18214473	18417694	AL353997.1
13	101156181	101427347	TMTC4
6	18268779	18569105	RNF144B
18	74590783	74945639	MBP
16	50675961	50935846	CYLD
19	9304951	9515795	ZNF699
8	33305273	33524643	RNF122
1	19509052	19715744	AKR7A3
10	91361367	91634700	KIF20B
1	36454476	36659533	ADPRHL2
19	37985731	38205000	ZNF540
8	29431438	29705625	C8orf75
22	42096683	42322303	CCDC134
2	86341116	86665206	REEP1
3	16206706	16478822	OXNAD1
1	149654245	149883928	HIST2H2BF
22	50917378	51139884	CHKB
7	38117824	38370272	STARD3NL
19	6261463	6468915	CLPP
2	170235688	170482432	BBS5
22	39336609	39549915	APOBEC3F
10	99244080	99472559	HOGA1
11	57410990	57619253	BTBD18
1	193048175	193255784	B3GALT2
11	63506400	63778491	MARK2
11	14364986	14621573	COPB1
8	121293000	121557642	MRPL13
6	49331096	49560820	CENPQ
4	26065077	26536541	RBPJ
9	34266668	34476851	KIAA1161
19	7645761	7847748	TRAPPC5
8	22841868	23090110	TNFRSF10C
9	112852328	113070469	C9orf152
10	125667184	125953206	CHST15
21	33851132	34085176	C21orf59
5	178186954	178415123	ZNF354B
6	26150370	26350835	HIST1H3F
3	136481050	136768665	NCK1
20	42087608	42316877	SGK2
3	88098893	88307118	C3orf38
16	29997114	30203208	TBX6
5	90475914	90676959	RP11-213H15.1
1	151042462	151248492	TMOD4
15	43969285	44194787	SERF2
20	2087863	2293797	RP11-128M1.1
22	46656731	47033067	CELSR1
7	73545829	73768774	RFC2
14	23554525	23842686	C14orf164
6	4036306	4257619	RP3-400B16.1
13	76023619	76280085	UCHL3
7	105417242	105776877	CDHR3
1	212631175	212833073	RP11-61J19.4
2	95968469	96182364	FAHD2A
17	40018759	40227194	CNP
11	73846846	74122702	P4HA3
5	72821983	73337818	RP11-428C6.1
20	30432758	30639895	PDRG1
9	115659495	115874507	ZNF883
1	95482894	95763163	TMEM56
10	51087938	51292032	FAM21D
6	31683291	31885723	HSPA1A
21	43118385	43399591	PRDM15
12	95370525	95711258	FGD6
4	13447699	13649425	AC006445.8
17	79936215	80156106	FASN
5	64785507	65021802	TRIM23
2	74599113	74810535	CCDC142
1	160699950	160932692	CD244
9	95758500	95975565	C9orf89
15	78951545	79203805	ADAMTS7
2	88226724	88455248	KRCC1
1	248516077	248717130	OR2T2
3	126190622	126473998	TXNRD3
2	203676937	203951060	ALS2CR8
4	77072886	77332752	STBD1
1	155479979	155818153	MSTO1
6	137364968	137594785	IL22RA2
11	72425353	72654719	ATG16L2
6	147730063	148158683	SAMD5
2	190535049	190749097	ORMDL1
2	97402348	97623832	ANKRD39
19	12536185	12762327	ZNF564
2	171527623	171734658	AC007405.6
22	22008789	22321970	MAPK1
12	133607454	133878956	CTD-2140B24.4
2	130995814	131199922	CCDC115
8	63981112	64225346	YTHDF3
4	82247547	82493082	RASGEF1B
11	105766350	105993130	MSANTD4
17	27800487	28016645	GIT1
17	48612138	48869613	ABCC3
22	21906559	22152565	PPIL2
12	113696371	113927203	PLBD2
19	8171620	8427305	CERS4
10	92654377	92866147	RP11-236B18.2
4	99910008	100322513	RP11-696N14.1
11	57316465	57529340	CLP1
11	116970037	117175503	TAGLN
14	21866191	22079517	METTL3
1	153416089	153622612	S100A4
6	111480551	111692370	KIAA1919
1	45377819	45581247	UROD
6	11612287	11907279	ADTRP
5	179186013	179388283	CTC-241N9.1
14	99535624	99837861	BCL11B
3	99257319	99618070	COL8A1
16	1394935	1625581	CLCN7
2	53659810	54187297	ASB3
9	136297286	136540641	ADAMTSL2
17	28704426	28953837	GOSR1
5	6614718	6857161	PAPD7
20	43853928	44077064	SDC4
10	13259424	13490297	SEPHS1
7	75856116	76088348	YWHAG
15	50616577	50893280	USP8
4	99816771	100083964	METAP1
3	180485929	180794950	FXR1
8	52630140	52911735	PCMTD1
8	37541709	37802414	GPR124
14	100903486	101153750	BEGAIN
13	80810111	81015086	SPRY2
7	99667229	99874995	GPC2
5	122010691	122265803	SNX2
22	22790123	23001768	PRAME
7	156831607	157162066	UBE3C
10	98657795	99152413	ARHGAP19
18	23934874	24309206	KCTD1
2	219038915	219257309	TMBIM1
5	64759063	64983376	PPWD1
8	19574651	19809594	INTS10
14	105539275	105747660	NUDT14
22	36485172	36700886	APOL4
3	19921453	20153822	PP2D1
1	155729300	155954990	SYT11
16	30318618	30540920	ZNF771
19	17302941	17514282	ABHD8
19	19526596	19744285	NDUFA13
11	111857627	112171394	AP002884.2
19	56919212	57140270	ZNF471
21	43306940	43530496	ZNF295
10	75461669	75671589	NDST2
19	48872289	49085571	CYTH2
2	46617889	46869696	ATP6V1E2
12	93064413	93423107	EEA1
8	38168656	38426352	FGFR1
4	83639814	83922319	SEC31A
12	56957127	57182159	PTGES3
3	129049787	129258878	MBD4
15	91543180	91944539	SV2B
10	89319370	89607462	PAPSS2
2	201866105	202067859	RP11-13J8.1
6	27677842	27878314	HIST1H3H
12	6675643	6898738	ZNF384
19	15683567	15907984	CYP4F12
14	91947040	92347051	CATSPERB
4	144733484	145003607	RP11-673E1.1
14	50763731	50965063	RP11-247L20.3
6	40921043	41132465	APOBEC2
11	77826343	78229394	GAB2
8	11894677	12096586	USP17L2
12	54004902	54221529	CALCOCO1
8	41019481	41267016	SFRP1
8	109113445	109547562	EIF3E
8	145477795	145684932	SLC52A2
19	7863689	8068427	AC010336.2
6	30982527	31207869	PSORS1C1
19	11549579	11761138	CNN1
20	30930862	31272876	C20orf112
21	46913568	47117005	AL133493.2
19	57866542	58067854	VN1R1
12	108816357	109055176	SART3
3	121512936	121763034	SLC15A2
6	158302888	158620208	SYNJ2
12	229789	472039	SLC6A13
1	27892572	28098729	IFI6
16	20843804	21270762	DNAH3
17	566805	768559	RP11-676J12.4
11	213506	415272	IFITM1
19	58798636	59006170	RPS5
2	232287871	232495206	NMUR1
9	32355300	32626322	DDX58
1	168445711	168651315	XCL1
19	21479931	21710375	ZNF493
4	169318217	169949608	PALLD
8	119101698	119734234	SAMD12
9	130984815	131196351	COQ4
1	44298992	44502913	ARTN
15	90191892	90394541	MESP1
3	53428683	53946490	CACNA1D
5	134569590	134835604	H2AFY
18	39435171	39767794	PIK3C3
11	65321067	65530565	RELA
16	70047529	70295203	PDPR
9	139881379	140103635	MAN1B1
1	228188427	228393112	C1orf35
19	7012266	7394011	INSR
19	39803225	40019054	PLEKHG2
14	65777310	66310839	FUT8
2	74585456	74788018	WBP1
2	37471717	37700465	QPCT
13	114423524	114667046	GAS6
3	180220646	180688793	CCDC39
20	261261	478203	TRIB3
20	18367184	18577887	RBBP9
19	19156377	19403400	MEF2B
17	7361609	7564925	TNFSF13
19	9838568	10040797	UBL5
3	121250246	121479774	HCLS1
2	46420806	46713836	EPAS1
12	111980797	112223790	BRAP
10	93583822	93890082	BTAF1
11	119881983	120156237	TRIM29
8	144228991	144458573	ZFP41
1	19530459	19738640	AKR7A2
13	50134859	50365623	EBPL
12	10877916	11078957	TAS2R10
11	66257640	66460554	CCDC87
10	94111441	94433833	IDE
1	151154094	151364381	ZNF687
1	150798739	151037213	SETDB1
10	28721422	29009928	WAC
12	1801123	2128002	CACNA2D4
6	11002722	11211965	ERVFRD-1
12	95767296	96009615	METAP2
3	186185192	186415061	DNAJB11
1	192678169	192881403	RGS2
10	88710243	88954627	GLUD1
3	59635036	61337133	FHIT
11	67310026	67518130	ACY3
19	58909704	59123432	SLC27A5
5	54620682	54930878	PPAP2A
17	72908780	73117355	ICT1
2	198156698	198399815	SF3B1
19	55638002	55840632	TMEM86B
4	113360492	113658151	C4orf21
9	124001355	124232531	STOM
12	111248638	111458526	MYL2
6	99890256	100116849	CCNC
12	121737844	121968389	RNF34
15	45622727	45840959	C15orf48
10	81042081	81305383	ZCCHC24
6	110831181	111237161	CDK19
1	23969645	24188549	TCEB3
6	6580542	6783866	RP1-80N2.3
1	38058090	38275391	CDCA8
7	27080671	27283287	HOXA5
1	145370508	145575646	ANKRD34A
19	54577107	54793733	MBOAT7
7	148600154	148825733	PDIA4
8	37178859	37511701	RP11-150O12.1
3	113895760	114129135	TIGIT
9	115146722	115349484	C9orf147
16	48178207	48497033	LONP2
14	74218674	74498981	RP5-1021I20.4
10	12838627	13241652	CCDC3
6	34147482	34352266	RP11-513I15.6
7	33068856	33745680	BBS9
20	18668295	18874979	RP5-1068E13.3
14	52192913	52546060	GNG2
1	89418002	89631043	GBP1
1	94118480	94341000	RP11-488P3.1
2	133329374	134426034	NCKAP5
13	33577307	34024767	STARD13
22	30652624	30874647	CCDC157
9	115813222	116026417	SLC31A2
3	46819236	47045287	PTH1R
8	124680696	124927692	FAM91A1
3	184429931	184870402	VPS8
10	120867101	121315131	GRK5
4	9072135	9278453	FAM90A26P
12	133388056	133591318	RP11-46H11.3
8	118432952	118652501	MED30
11	77711982	77950706	ALG8
14	105119437	105334831	SIVA1
7	41624712	41842706	INHBA
17	16424051	16657158	ZNF624
16	19321818	19610435	TMC5
7	100697678	100904877	AP1S1
16	1313206	1564752	UNKL
9	139983099	140184822	SSNA1
7	93552145	93795973	AC003092.1
11	1810375	2012084	C11orf89
10	70220413	70554239	TET1
1	19478033	19686622	MRTO4
5	512387	767283	CEP72
20	2674715	2881283	CPXM1
20	35629629	35907991	C20orf132
16	1283602	1499439	BAIAP3
11	6316354	6540644	APBB1
17	72738162	72956966	GRIN2C
1	45149257	45353377	BEST4
2	64973264	65190760	AC007880.1
12	42605880	42819920	ZCRB1
19	986578	1195391	POLR2E
1	228545065	228745560	HIST3H2A
20	44589624	44818591	NCOA5
12	25248150	25462579	LYRM5
16	10938345	11376046	CLEC16A
16	28290900	28515200	EIF3CL
1	160410885	160649306	CD84
5	126753301	126990782	PRRC1
11	17709595	18134709	SERGEF
19	47077574	47320384	PRKD2
12	38610380	38817784	ALG10B
3	101180706	101385290	RG9MTD1
16	2767164	2976305	PRSS21
6	134209835	134473774	SLC2A12
17	80512849	80756604	RAB40B
18	-52775	150240	RP11-683L23.1
8	145033529	145235550	EXOSC4
1	89624633	89838544	GBP5
16	77133294	77347112	SYCE1L
3	197364050	197611317	FYTTD1
2	62800986	63373622	EHBP1
17	48485745	48708862	MYCBPAP
2	18635989	18841946	RDH14
1	182467758	182673543	RGS16
5	139405521	139608391	IGIP
8	37492279	37694944	RP11-863K10.7
3	195534947	195738128	AC124944.2
10	102629275	102845628	SEMA4G
3	160962580	161190668	SPTSSB
1	107499267	107701916	PRMT6
16	69268994	69490209	RP11-343C2.9
2	25094259	25362563	DNAJC27-AS1
15	64893447	65111801	AC100830.3
2	161893419	162192732	TANK
2	86271055	86522893	IMMT
11	118315243	118543685	IFT46
1	15962900	16167891	SLC25A34
11	61460109	61664716	FEN1
8	12194626	12524423	AC130352.1
5	43426369	43657860	PAIP1
20	45881305	46083377	RP4-569M23.2
8	25176776	25382170	GNRH1
19	53200662	53424922	ZNF28
19	6313121	6524822	KHSRP
16	12656919	12997874	CPPED1
6	122693062	123147518	PKIB
11	62395541	62607756	TTC9C
13	95985858	96331906	CLDN10
7	128974274	129228240	FAM40B
9	14634664	15010993	FREM1
4	41883713	42088476	DCAF4L1
12	110336991	110577568	ANKRD13A
16	2594085	2795215	CTD-3126B10.4
7	128279346	128511861	CALU
20	60428525	60740866	TAF4
10	88754953	89051225	FAM35A
3	56661446	57213357	ARHGEF3
17	1863133	2307065	SMG6
11	64929233	65173060	POLA2
17	47946334	48152321	DLX4
6	125968810	126182415	HEY2
19	19911722	20146860	ZNF93
10	105113144	105318645	CALHM1
17	8028140	8251413	CTC1
7	25059710	25264980	CYCS
12	66641211	67297966	GRIP1
17	3610042	3812148	CTD-3195I5.1
22	42913846	43145574	CYB5R3
19	53330388	53566164	ZNF816
18	32456892	32825381	MAPRE2
7	139376850	139820125	TBXAS1
19	12677614	12886646	WDR83
12	132571287	132774240	RP13-977J11.2
2	239129082	239409541	TRAF3IP1
19	54604610	54852862	RPS9
19	46168044	46372141	SIX5
6	24324793	24595433	GPLD1
9	139824626	140027462	FUT7
2	220308385	220515317	TMEM198
21	22270633	23015650	NCAM2
19	58820063	59056870	ZNF584
1	155007820	155211329	SLC50A1
4	103706205	104040896	SLC9B1
2	219214974	219533084	USP37
14	77482911	77825838	TMEM63C
2	54850636	55299157	EML6
2	65028974	65232271	AC007386.2
1	109841653	110069062	PSMA5
15	52144303	52458462	MAPK6
11	269796	482116	B4GALNT4
1	45105490	45333439	KIF2C
17	19812614	20322339	SPECC1
14	20711741	20926064	PARP2
12	49421565	49625180	TUBA1B
1	55145385	55366940	TTC22
19	45871253	46078414	FOSB
14	102590837	102871537	MOK
10	15153642	15513061	FAM171A1
21	34536178	34738565	AP000295.7
19	5804852	6010261	VMAC
19	44498503	44712919	ZNF224
16	3531182	3761599	SLX4
7	5365916	5568558	AC092171.1
16	22521852	22723517	RP11-105C19.2
21	37407210	37618864	CBR3
1	32730704	32960332	BSDC1
6	170491294	170699561	DLL1
22	40197086	40469725	GRAP2
1	150880896	151108189	PRUNE
9	131480753	131684956	ENDOG
5	162764575	162975197	CCNG1
8	80730952	81042524	MRPS28
10	49554077	49964310	ARHGAP22
3	72323744	72596069	RYBP
1	101391409	101652821	RP11-421L21.3
19	50787593	51021270	POLD1
6	27758093	27960884	HIST1H3J
2	43293800	43923185	THADA
18	20614528	20940434	CABLES1
14	94363616	94578040	LINC00521
17	72566717	72843474	RAB37
17	54915548	55138415	COIL
6	40940684	41167715	NFYA
3	14593271	14814166	C3orf19
19	52700425	52927333	ZNF480
19	54765262	54982165	LAIR1
5	40741286	40960275	CARD6
6	9496343	10311841	OFCC1
6	5008653	5361172	LYRM4
12	76645577	77053589	OSBPL8
13	99345741	99838879	DOCK9
19	34563352	34820420	LSM14A
9	132834857	133099583	NCS1
6	16637085	16861721	AL137003.1
7	27045816	27292200	HOXA3
11	82870139	83097450	CCDC90B
2	240731867	241064819	NDUFA10
2	113393930	113622254	CKAP2L
14	59555364	59938123	DAAM1
11	67274323	67480006	NDUFV1
12	108581821	108833118	CMKLR1
19	47321933	47608323	ARHGAP35
1	209657062	209887283	CAMK1G
1	156178759	156437664	CCT3
16	8058	226354	RHBDF1
22	46626772	46853237	TRMU
8	93795865	93998013	AC117834.1
17	46571639	46782354	HOXB6
10	98641041	98845582	C10orf12
4	90545250	90859466	SNCA
1	113145236	113358099	PPM1J
12	108883622	109092096	TMEM119
16	90006169	90214181	AC133919.6
1	206138872	206388647	C1orf186
3	47437130	47655251	C3orf75
19	42472864	42685717	ZNF574
19	56052392	56254835	ZNF580
1	147735127	148031933	RP11-495P10.2
8	33348856	33557624	DUSP26
2	172190727	172441562	DCAF17
21	37732919	38048867	CLDN14
10	36710649	36913162	NAMPTL
8	145589200	145790484	CTD-2517M22.16
3	134104585	134393859	CEP63
19	38710482	38919640	KCNK6
16	67868405	68070990	PSMB10
17	25521106	25740657	WSB1
9	70871815	71245977	PGM5
1	157615521	157846922	FCRL2
2	168710530	169204651	STK39
2	214049113	215375225	SPAG16
11	66088475	66294178	NPAS4
9	14515530	14793469	ZDHHC21
17	1846769	2048262	RP11-667K14.3
19	49041272	49249451	CA11
19	15432319	15660762	WIZ
6	74071301	74318959	MTO1
21	38491910	38740262	DSCR3
3	10023001	10249915	C3orf24
8	73008569	73214504	RP11-142A23.1
12	4282938	4514516	CCND2
8	94641584	94853245	RBM12B
1	23807985	24067058	MDS2
19	48181842	48387941	SEPW1
5	10579342	10861384	DAP
17	79905778	80109719	RFNG
19	14488572	14706944	GIPC1
13	103149353	103431521	TPP2
9	97221002	97456075	FBP2
9	34550699	34761884	IL11RA
1	153409623	153614241	S100A5
1	85642398	86013807	RP11-131L23.1
1	36781428	37016086	OSCP1
15	101615928	101892137	CHSY1
3	51641086	51852629	GRM2
13	21650784	21853223	MRP63
15	28256186	28667298	HERC2
19	12802310	13004124	JUNB
17	4236983	4491503	SPNS3
21	37404065	37628605	CBR3-AS1
11	125725691	126033230	CDON
8	41910464	42129191	AP3M2
1	19823477	20056314	MINOS1
19	20088803	20337885	ZNF90
11	432242	637287	HRAS
20	1775154	2020543	SIRPA
7	99932905	100134188	PPP1R35
5	73917029	74163196	GFM2
8	21666384	21871371	DOK2
2	8892820	9243942	MBOAT2
11	82683108	82917761	RP11-113K21.5
1	94233373	94445474	DNTTIP2
9	130393803	130597604	TOR2A
1	68464142	68798803	WLS
1	46626868	46869280	LRRC41
7	17966405	18167486	PRPS1L1
19	44355380	44571752	ZNF221
1	116815290	117052883	ATP1A1
1	230941989	231214621	TTC13
15	77123960	77342601	RCN2
1	26505667	26708007	SH3BGRL3
2	139257233	139459996	RP11-231E19.1
19	4147087	4369083	CCDC94
17	41852725	42087068	MPP2
9	38426663	38628800	FAM220BP
3	47355184	47618616	SCAP
19	36573188	36837159	ZNF565
19	56016771	56228635	ZNF865
9	134299188	134506655	UCK1
7	127131463	127342198	FSCN3
1	63733261	64004233	ALG6
8	28647911	29022281	HMBOX1
1	197373878	197844826	DENND1B
17	61527822	61771639	DCAF7
7	133712052	134049343	LRGUK
16	29027448	29329181	RP11-426C22.5
3	101295274	101496431	RP11-454H13.5
14	63963757	64208579	WDR89
17	42285943	42496039	RUNDC3A
3	191759684	192585553	FGF12
12	123368027	123734562	PITPNM2
8	67374414	67626482	MYBL1
20	42036320	42279590	L3MBTL1
12	29390285	29634122	ERGIC2
19	48735613	48967197	TMEM143
6	167312670	167555906	FGFR1OP
19	52045823	52250054	SIGLEC14
1	117444382	117679167	CD101
5	79603832	79875169	ZFYVE16
4	1973645	2343848	POLN
2	131494489	131904836	ARHGEF4
12	4709583	4929268	RP11-234B24.2
5	80429104	80662216	CKMT2
17	6454971	6656791	C17orf100
19	11935900	12161588	ZNF700
11	219669	421340	IFITM3
16	27179526	27401813	CTD-3203P2.2
1	169333147	169555241	SLC19A2
16	69039467	69252622	HAS3
2	162927194	163201661	FAP
16	46556773	46758363	RP11-46D6.1
10	96696530	96929254	CYP2C8
6	20434688	21332635	CDKAL1
11	74359913	74653458	RNF169
9	131669315	131890582	SH3GLB2
6	37498455	37767082	MDGA1
4	74337267	74586348	RASSF6
19	40846749	41050282	SERTAD3
1	150090717	150308504	ANP32E
6	160000096	160283561	SOD2
9	139801686	140023374	ABCA2
10	111524524	111783311	XPNPEP1
6	18055560	18324084	KDM1B
11	125981309	126232881	FAM118B
16	316927	520568	MRPL28
20	993906	1249022	PSMF1
1	145356236	145570388	POLR3GL
16	57179010	57387516	ARL2BP
1	108665087	108886703	NBPF4
9	140038036	140242222	FAM166A
19	49522663	49754278	PPFIA3
19	12678881	12880465	WDR83OS
19	50093095	50293750	C19orf76
1	652751	855214	FAM87B
17	18643398	18934581	PRPSAP2
9	131004432	131205049	TMSB4XP4
9	125032824	125257982	PTGS1
12	62895531	63097214	C12orf61
7	75371920	75618244	RHBDD2
10	16765963	17271830	CUBN
14	24515892	24729870	RNF31
8	98781068	99148944	MATN2
5	34815481	35026101	BRIX1
1	11766207	12003201	CLCN6
16	75410949	75629282	CHST6
11	124392732	124605287	TBRG1
19	46750251	46996238	PPP5C
1	151710295	151913033	C2CD4D
10	102033372	102243125	LINC00263
11	63983932	64185556	TRMT112
15	63513577	63774360	CA12
20	57666075	57934168	ZNF831
2	38050330	38394285	FAM82A1
14	90321283	90611106	TDP1
4	123553857	123766098	BBS12
5	172559112	172762360	NKX2-5
20	58408819	58623735	FAM217B
7	86874997	87129111	CROT
5	9446312	9650721	CTD-2001E22.2
19	54984387	55199027	LILRA2
15	45571395	45794525	RP11-519G16.1
11	27428385	27819721	BDNF-AS1
9	99152523	99482112	CDC14B
16	49958321	50170999	CNEP1R1
13	26728276	27079375	CDK8
1	115490632	115732121	TSPAN2
11	61029473	61236683	TMEM138
1	27126729	27373353	NUDC
5	125835960	126062944	PHAX
16	25023050	25289552	LCMT1
22	19319425	19523598	MRPL40
20	34029770	34245405	ERGIC3
8	120469326	120785693	ENPP2
3	197136654	197400194	BDH1
1	166858346	167091451	MAEL
1	234427059	234714849	TARBP1
1	176332307	176914735	PAPPA2
2	183843287	184064733	DUSP19
22	50539408	50756045	RP3-402G11.5
9	99301859	99517599	AAED1
12	122226692	122459376	RP11-87C12.2
19	54506036	54714898	NDUFA3
2	79312357	80975905	CTNNA2
8	30753321	30991231	PURG
20	20270196	20793266	RALGAPA2
3	44526380	44789963	ZNF197
6	34659857	34950915	UHRF1BP1
17	41617756	41839322	MEOX1
1	110805470	111033704	SLC16A4
22	37578068	37811389	CYTH4
14	105027457	105231895	RP11-982M15.8
4	124471422	124951561	RP11-93L9.1
1	182708439	182956886	DHX9
13	73229540	73456234	DIS3
19	41760322	41970078	B9D2
10	70615884	70844829	DDX21
16	67171586	67406093	SLC9A5
14	35414113	35682336	FAM177A1
4	39355744	39560568	RPL9
11	65054070	65280996	FRMD8
2	132805164	133115542	ANKRD30BL
16	1975357	2189027	SLC9A3R2
2	33561391	33889817	RASGRP3
8	121447985	121925513	SNTB1
7	65452756	65717228	AC068533.7
4	169915407	170292256	SH3RF1
12	95315669	95567479	NR2C1
18	11881427	12130876	IMPA2
20	44894688	45161704	ELMO2
14	20654387	20874153	TTC5
12	14820933	15024065	HIST4H4
19	205575	444791	MIER2
1	245812642	246770614	SMYD3
14	70824217	71026622	ADAM21
1	6584926	6795646	THAP3
1	27630730	27916669	WASF2
17	26982996	27269841	C17orf63
5	114360459	114616243	TRIM36
12	49358468	49563808	RHEBL1
14	20679527	20901471	CCNB1IP1
14	91609103	91817426	CTD-2547L24.3
16	2477081	2681420	CEMP1
